,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
17647,2013-07-12,CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17649,2013-07-12,CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17651,2013-07-12,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17653,2013-07-12,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17655,2013-07-12,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17657,2013-07-12,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17659,2013-07-12,CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17661,2013-07-12,CULEX RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17663,2013-07-12,CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17665,2013-07-12,CULEX RESTUANS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17667,2013-07-12,CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17669,2013-07-12,CULEX RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17671,2013-07-12,CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17673,2013-07-12,CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17675,2013-07-12,CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,1,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17677,2013-07-12,CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,41.763733,-87.742302,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17679,2013-07-12,CULEX RESTUANS,51, W 72ND ST,T035,41.763733,-87.742302,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17681,2013-07-12,CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,41.98728,-87.666066,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17683,2013-07-12,CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,41.98728,-87.666066,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17685,2013-07-12,CULEX RESTUANS,58, N RIDGE AVE,T231,41.98728,-87.666066,1,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17687,2013-07-12,CULEX RESTUANS,58, N RIDGE AVE,T231,41.98728,-87.666066,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17689,2013-07-12,CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,41.912563,-87.668055,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17691,2013-07-12,CULEX RESTUANS,17, N ASHLAND AVE,T232,41.912563,-87.668055,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17693,2013-07-12,CULEX RESTUANS,71, N HARLEM AVE,T233,42.009876,-87.807277,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17695,2013-07-12,CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,41.776428,-87.627096,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17697,2013-07-12,CULEX RESTUANS,42, W 65TH ST,T235,41.776428,-87.627096,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17699,2013-07-12,CULEX RESTUANS,62, N MCCLELLAN AVE,T236,41.994679,-87.770899,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17701,2013-07-12,CULEX RESTUANS,96, S LONGWOOD DR,T094B,41.71914,-87.669539,0,7,12,193,28,2,82,60,71.0,-2,0,6,0.0,15.0166666667,15.0,8.98333333333,9.0,4.45,19.4666666667,82.5,59.0,-2.0,0.0,6.0,0.0
17703,2013-07-19,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17705,2013-07-19,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17707,2013-07-19,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17709,2013-07-19,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,1,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17711,2013-07-19,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17713,2013-07-19,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17715,2013-07-19,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17717,2013-07-19,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17719,2013-07-19,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17721,2013-07-19,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17723,2013-07-19,CULEX RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17725,2013-07-19,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17727,2013-07-19,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17729,2013-07-19,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17731,2013-07-19,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17733,2013-07-19,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17735,2013-07-19,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17737,2013-07-19,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17739,2013-07-19,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17741,2013-07-19,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,1,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17743,2013-07-19,CULEX RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17745,2013-07-19,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17747,2013-07-19,CULEX RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17749,2013-07-19,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17751,2013-07-19,CULEX RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17753,2013-07-19,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17755,2013-07-19,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17757,2013-07-19,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17759,2013-07-19,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17761,2013-07-19,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17763,2013-07-19,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17765,2013-07-19,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17767,2013-07-19,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17769,2013-07-19,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17771,2013-07-19,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17773,2013-07-19,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17775,2013-07-19,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17777,2013-07-19,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17779,2013-07-19,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17781,2013-07-19,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17783,2013-07-19,CULEX RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17785,2013-07-19,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,1,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17787,2013-07-19,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17789,2013-07-19,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,1,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17791,2013-07-19,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17793,2013-07-19,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17795,2013-07-19,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17797,2013-07-19,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17799,2013-07-19,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17801,2013-07-19,CULEX RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17803,2013-07-19,CULEX RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17805,2013-07-19,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17807,2013-07-19,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17809,2013-07-19,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17811,2013-07-19,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,1,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17813,2013-07-19,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17815,2013-07-19,CULEX RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17817,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17819,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17821,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,1,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17823,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17825,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17827,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17829,2013-07-19,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17831,2013-07-19,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17833,2013-07-19,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17835,2013-07-19,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17837,2013-07-19,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17839,2013-07-19,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17841,2013-07-19,CULEX RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
17843,2013-07-19,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,7,19,200,29,2,97,75,86.0,10,0,21,0.005,14.8333333333,15.0,9.16666666667,9.0,4.55,19.3833333333,96.5,73.0,10.0,0.0,20.0,0.2925
