,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
19210,2013-08-15,CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19212,2013-08-15,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19214,2013-08-15,CULEX PIPIENS,30, W 18TH ST,T043,41.857402,-87.694991,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19216,2013-08-15,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19218,2013-08-15,CULEX PIPIENS,11, S CALIFORNIA,T047,41.868142,-87.696269,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19220,2013-08-15,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19222,2013-08-15,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19224,2013-08-15,CULEX RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19226,2013-08-15,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19228,2013-08-15,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19230,2013-08-15,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19232,2013-08-15,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19234,2013-08-15,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19236,2013-08-15,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19238,2013-08-15,CULEX RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19240,2013-08-15,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19242,2013-08-15,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19244,2013-08-15,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19246,2013-08-15,CULEX RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19248,2013-08-15,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19250,2013-08-15,CULEX RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19252,2013-08-15,CULEX PIPIENS,35, W 51ST ST,T062,41.800737,-87.71188,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19254,2013-08-15,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19256,2013-08-15,CULEX RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19258,2013-08-15,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19260,2013-08-15,CULEX PIPIENS,67, S KEDZIE AVE,T066,41.77166,-87.703047,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19262,2013-08-15,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19264,2013-08-15,CULEX PIPIENS,22, W 69TH ST,T069,41.768388,-87.678649,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19266,2013-08-15,CULEX PIPIENS,10, E 67TH ST,T073,41.773215,-87.60088,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19268,2013-08-15,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19270,2013-08-15,CULEX PIPIENS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19272,2013-08-15,CULEX PIPIENS,64, S STONY ISLAND AVE,T077,41.778748,-87.586427,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19274,2013-08-15,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19276,2013-08-15,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19278,2013-08-15,CULEX RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19280,2013-08-15,CULEX PIPIENS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19282,2013-08-15,CULEX PIPIENS,50, S UNION AVE,T082,41.803423,-87.642984,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19284,2013-08-15,CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19286,2013-08-15,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19288,2013-08-15,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19290,2013-08-15,CULEX PIPIENS,52, S KOLMAR,T114,41.798697,-87.736812,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19292,2013-08-15,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,41.82561,-87.726549,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19294,2013-08-15,CULEX PIPIENS,12, S DOTY AVE,T115,41.673408,-87.599862,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19296,2013-08-15,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19298,2013-08-15,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19300,2013-08-15,CULEX RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19302,2013-08-15,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19304,2013-08-15,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19306,2013-08-15,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19308,2013-08-15,CULEX PIPIENS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19310,2013-08-15,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19312,2013-08-15,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19314,2013-08-15,CULEX PIPIENS,58, N PULASKI RD,T027,41.984809,-87.728492,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19316,2013-08-15,CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19318,2013-08-15,CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19320,2013-08-15,CULEX RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19322,2013-08-15,CULEX PIPIENS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19324,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19326,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19328,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19330,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19332,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19334,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19336,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19338,2013-08-15,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19340,2013-08-15,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19342,2013-08-15,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19344,2013-08-15,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19346,2013-08-15,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19348,2013-08-15,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19350,2013-08-15,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19352,2013-08-15,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19354,2013-08-15,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19356,2013-08-15,CULEX PIPIENS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19358,2013-08-15,CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19360,2013-08-15,CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19362,2013-08-15,CULEX RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19364,2013-08-15,CULEX PIPIENS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19366,2013-08-15,CULEX PIPIENS,82, S KOSTNER AVE,T225,41.743402,-87.731435,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19368,2013-08-15,CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19370,2013-08-15,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19372,2013-08-15,CULEX PIPIENS,65, E 91ST PL,T227,41.728495,-87.600963,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19374,2013-08-15,CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19376,2013-08-15,CULEX RESTUANS,17, W ADDISON ST,T224,41.947227,-87.671457,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19378,2013-08-15,CULEX PIPIENS,17, W ADDISON ST,T224,41.947227,-87.671457,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19380,2013-08-15,CULEX PIPIENS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19382,2013-08-15,CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,41.904194,-87.756155,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19384,2013-08-15,CULEX PIPIENS/RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19386,2013-08-15,CULEX RESTUANS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19388,2013-08-15,CULEX PIPIENS,39, N SPRINGFIELD AVE,T228,41.951866,-87.725057,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19390,2013-08-15,CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,41.763733,-87.742302,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19392,2013-08-15,CULEX RESTUANS,58, N RIDGE AVE,T231,41.98728,-87.666066,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19394,2013-08-15,CULEX PIPIENS,58, N RIDGE AVE,T231,41.98728,-87.666066,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19396,2013-08-15,CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,41.912563,-87.668055,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19398,2013-08-15,CULEX RESTUANS,17, N ASHLAND AVE,T232,41.912563,-87.668055,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19400,2013-08-15,CULEX PIPIENS/RESTUANS,71, N HARLEM AVE,T233,42.009876,-87.807277,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19402,2013-08-15,CULEX PIPIENS,71, N HARLEM AVE,T233,42.009876,-87.807277,0,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19404,2013-08-15,CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,41.776428,-87.627096,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
19406,2013-08-15,CULEX RESTUANS,42, W 65TH ST,T235,41.776428,-87.627096,1,8,15,227,33,1,75,55,65.0,-7,0,0,0.0,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,74.5,56.0,-7.0,0.0,0.5,0.0
