,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
15977,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,41.911824,-87.726737,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15978,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15979,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,41.801179,-87.679447,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15980,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15981,CULEX PIPIENS,22, W 51ST ST,T061,41.801179,-87.679447,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15982,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15983,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,41.800737,-87.71188,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15984,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15985,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15986,CULEX RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15987,CULEX RESTUANS,52, W 63RD ST,T065,41.778297,-87.752411,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15988,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15989,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15990,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15991,CULEX RESTUANS,67, S KEDZIE AVE,T066,41.77166,-87.703047,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15992,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15993,CULEX RESTUANS,10, E 67TH ST,T073,41.773215,-87.60088,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15994,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15995,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15996,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15997,CULEX RESTUANS,39, S ASHLAND AVE,T074,41.822536,-87.666343,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15998,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
15999,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,41.766202,-87.562889,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16000,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16001,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16002,CULEX RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16003,CULEX RESTUANS,77, S EBERHART AVE,T080,41.754676,-87.612922,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16004,CULEX RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16005,CULEX RESTUANS,79, S CHICAGO AVE,T083,41.754292,-87.590773,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16006,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16007,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16008,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16009,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16010,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16011,CULEX RESTUANS,52, S KOLMAR,T114,41.798697,-87.736812,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16012,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16013,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,41.776156,-87.778927,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16014,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16015,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16016,CULEX RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16017,CULEX RESTUANS,12, S DOTY AVE,T115,41.673408,-87.599862,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16018,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16019,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16020,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16021,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16022,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16023,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16024,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16025,CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16026,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16027,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16028,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16029,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16030,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16031,CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16032,CULEX SALINARIUS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16033,CULEX SALINARIUS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16034,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16035,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16036,CULEX TERRITANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16037,CULEX TERRITANS,58, N PULASKI RD,T027,41.984809,-87.728492,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16038,CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16039,CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,41.992478,-87.862995,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16040,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16041,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16042,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16043,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16044,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16045,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16046,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16047,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16048,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16049,CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16050,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16051,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16052,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16053,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16054,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16055,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16056,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16057,CULEX RESTUANS,10, W OHARE AIRPORT,T900,41.974689,-87.890615,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16058,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16059,CULEX PIPIENS/RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16060,CULEX RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16061,CULEX RESTUANS,10, W OHARE,T903,41.957799,-87.930995,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16062,CULEX PIPIENS,10, W OHARE,T903,41.957799,-87.930995,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16063,CULEX PIPIENS,10, W OHARE,T903,41.957799,-87.930995,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16064,CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16065,CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16066,CULEX RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16067,CULEX RESTUANS,48, W MONTANA ST,T222,41.925198,-87.746381,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16068,CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,1,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16069,CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,1,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16070,CULEX RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16071,CULEX RESTUANS,51, N MONT CLARE AVE,T223,41.973845,-87.805059,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16072,CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16073,CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,41.743402,-87.731435,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16074,CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16075,CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16076,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16077,CULEX RESTUANS,65, E 91ST PL,T227,41.728495,-87.600963,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16078,CULEX RESTUANS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16079,CULEX RESTUANS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,0,9,23,266,38,2,62,48,55.0,-6,10,0,0.02,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
16080,CULEX PIPIENS,90, W GARFIELD BLVD,T226,41.793818,-87.654234,0,9,23,266,38,1,62,48,55.0,-6,10,0,0.0,12.1333333333,12.0,11.8666666667,12.0,5.66666666667,17.8,62.0,48.0,-6.0,10.0,0.0,0.01
